post_id,topic,topic_label,language,language_name,text
ai_coding_innovations_037,ai_coding_innovations,"AI innovations in coding",en,English,"I still write critical path crypto by hand. Everything else? Happy to let the assistant draft and me verify."
ai_coding_innovations_037,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Todavía escribo criptografía de ruta crítica a mano. ¿Todo lo demás? Feliz de dejar que el asistente redacte y yo verifiquemos."
ai_coding_innovations_037,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"ما زلت أكتب تشفير المسار الحرج يدويًا. كل شيء آخر؟ يسعدني السماح للمساعد بصياغة المشروع ولي بالتحقق."
ai_coding_innovations_037,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"我仍然手工编写关键路径加密。其他一切？很高兴让助理起草和我核实。"
ai_coding_innovations_038,ai_coding_innovations,"AI innovations in coding",en,English,"Benchmarking three AI coding tools on the same bugfix. Clear winner on multi-file reasoning this week."
ai_coding_innovations_038,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Evaluación comparativa de tres herramientas de codificación de IA en la misma corrección de errores. Claro ganador en razonamiento de múltiples archivos esta semana."
ai_coding_innovations_038,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"قياس الأداء لثلاث أدوات ترميز للذكاء الاصطناعي على نفس الخطأ. فائز واضح في الاستدلال متعدد الملفات هذا الأسبوع."
ai_coding_innovations_038,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"在同一错误修复上对三种人工智能编码工具进行基准测试。本周多文件推理中明显获胜。"
ai_coding_innovations_039,ai_coding_innovations,"AI innovations in coding",en,English,"Natural language queries over our codebase ('where do we validate JWTs?') beat tribal knowledge every time."
ai_coding_innovations_039,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Las consultas en lenguaje natural sobre nuestro código base ('¿dónde validamos los JWT?') siempre superan al conocimiento tribal."
ai_coding_innovations_039,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"استعلامات اللغة الطبيعية عبر قاعدة التعليمات البرمجية الخاصة بنا (""أين يمكننا التحقق من صحة JWTs؟"") تتفوق على المعرفة القبلية في كل مرة."
ai_coding_innovations_039,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"对我们代码库的自然语言查询（“我们在哪里验证 JWT？”）每次都击败了部落知识。"
ai_coding_innovations_040,ai_coding_innovations,"AI innovations in coding",en,English,"An AI suggested deleting 400 lines of dead feature-flag code. Ship it. Less code is a gift."
ai_coding_innovations_040,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Una IA sugirió eliminar 400 líneas de código de indicador de función inactivo. Envíalo. Menos código es un regalo."
ai_coding_innovations_040,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"اقترح الذكاء الاصطناعي حذف 400 سطر من رمز علامة الميزة الميتة. شحنها. رمز أقل هو هدية."
ai_coding_innovations_040,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"AI 建议删除 400 行无用的功能标记代码。运送它。更少的代码是一份礼物。"
ai_coding_innovations_041,ai_coding_innovations,"AI innovations in coding",en,English,"Teaching the intern: use AI for boilerplate, use your brain for invariants. That rule is sticking."
ai_coding_innovations_041,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Enseñar al pasante: use IA para texto estándar, use su cerebro para invariantes. Esa regla se mantiene."
ai_coding_innovations_041,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"تعليم المتدرب: استخدم الذكاء الاصطناعي للنموذج المعياري، واستخدم عقلك للثوابت. هذه القاعدة ثابتة."
ai_coding_innovations_041,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"教导实习生：使用人工智能作为样板，使用你的大脑来处理不变量。这条规则仍然存在。"
ai_coding_innovations_042,ai_coding_innovations,"AI innovations in coding",en,English,"Our incident bot now proposes rollback commands from stack traces. Mean time to mitigate is down again."
ai_coding_innovations_042,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Nuestro robot de incidentes ahora propone comandos de reversión de los seguimientos de la pila. El tiempo medio para mitigar ha vuelto a bajar."
ai_coding_innovations_042,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"يقترح روبوت الحادث لدينا الآن أوامر التراجع من تتبعات المكدس. متوسط ​​الوقت اللازم للتخفيف انخفض مرة أخرى."
ai_coding_innovations_042,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"我们的事件机器人现在建议从堆栈跟踪中回滚命令。平均缓解时间再次缩短。"
ai_coding_innovations_043,ai_coding_innovations,"AI innovations in coding",en,English,"Generated end-to-end Playwright tests from a user story. Flaky in places, but the skeleton was solid."
ai_coding_innovations_043,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Pruebas de Playwright generadas de un extremo a otro a partir de una historia de usuario. Escamoso en algunos lugares, pero el esqueleto era sólido."
ai_coding_innovations_043,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"تم إنشاء اختبارات الكاتب المسرحي الشاملة من قصة المستخدم. قشاري في بعض الأماكن، ولكن الهيكل العظمي كان صلبا."
ai_coding_innovations_043,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"从用户故事生成端到端的剧作家测试。有些地方很脆弱，但骨架很坚固。"
ai_coding_innovations_044,ai_coding_innovations,"AI innovations in coding",en,English,"I love that coding AIs can explain unfamiliar DSLs. Picked up a new build system without a week of docs."
ai_coding_innovations_044,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Me encanta que la codificación de IA pueda explicar DSL desconocidos. Adquirí un nuevo sistema de compilación sin una semana de documentos."
ai_coding_innovations_044,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"أحب أن الذكاء الاصطناعي للتشفير يمكنه تفسير خطوط DSL غير المألوفة. التقطت نظام بناء جديدًا بدون أسبوع من المستندات."
ai_coding_innovations_044,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"我喜欢人工智能编码可以解释不熟悉的 DSL。没有一周的文档就拿起了一个新的构建系统。"
ai_coding_innovations_045,ai_coding_innovations,"AI innovations in coding",en,English,"AI-written commit messages that reference the ticket and summarize intent — finally consistent history."
ai_coding_innovations_045,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Mensajes de confirmación escritos por IA que hacen referencia al ticket y resumen la intención: por fin un historial coherente."
ai_coding_innovations_045,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"رسائل التزام مكتوبة بواسطة الذكاء الاصطناعي تشير إلى التذكرة وتلخص النية - أخيرًا سجل متسق."
ai_coding_innovations_045,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"人工智能编写的提交消息引用了票证并总结了意图——最终一致的历史记录。"
ai_coding_innovations_046,ai_coding_innovations,"AI innovations in coding",en,English,"Tried agentic coding for a weekend side project. It handled scaffolding; I handled taste and product decisions."
ai_coding_innovations_046,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Probé la codificación agente para un proyecto paralelo de fin de semana. Manejó andamios; Manejé las decisiones de sabor y producto."
ai_coding_innovations_046,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"تمت تجربة الترميز الوكيل لمشروع جانبي في عطلة نهاية الأسبوع. تعاملت مع السقالات. لقد تعاملت مع قرارات الذوق والمنتج."
ai_coding_innovations_046,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"尝试了周末业余项目的代理编码。它处理脚手架；我负责口味和产品决策。"
ai_coding_innovations_047,ai_coding_innovations,"AI innovations in coding",en,English,"Static analysis plus LLM explanations means juniors understand *why* a rule exists, not just that it failed."
ai_coding_innovations_047,ai_coding_innovations,"AI innovations in coding",es,Spanish,"El análisis estático más las explicaciones del LLM significan que los jóvenes entienden *por qué* existe una regla, no solo que falló."
ai_coding_innovations_047,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"التحليل الثابت بالإضافة إلى تفسيرات LLM يعني أن المبتدئين يفهمون *سبب* وجود القاعدة، وليس فقط أنها فشلت."
ai_coding_innovations_047,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"静态分析加上法学硕士解释意味着初级人员了解“为什么”规则存在，而不仅仅是它失败了。"
ai_coding_innovations_048,ai_coding_innovations,"AI innovations in coding",en,English,"Ported our logging format across five services with an AI batch edit. Consistency without the tedious grind."
ai_coding_innovations_048,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Portamos nuestro formato de registro a cinco servicios con una edición por lotes de IA. Consistencia sin la tediosa rutina."
ai_coding_innovations_048,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"نقل تنسيق التسجيل الخاص بنا عبر خمس خدمات من خلال تحرير دفعة من الذكاء الاصطناعي. الاتساق دون طحن مملة."
ai_coding_innovations_048,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"通过 AI 批量编辑将我们的日志格式移植到五个服务中。一致性，无需繁琐的打磨。"
ai_coding_innovations_049,ai_coding_innovations,"AI innovations in coding",en,English,"The best demo I saw this month: describe a bug in Slack, get a candidate patch in the thread. Closing the loop."
ai_coding_innovations_049,ai_coding_innovations,"AI innovations in coding",es,Spanish,"La mejor demostración que vi este mes: describe un error en Slack, obtén un parche candidato en el hilo. Cerrando el círculo."
ai_coding_innovations_049,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"أفضل عرض توضيحي رأيته هذا الشهر: وصف خطأ في Slack، والحصول على تصحيح مرشح في سلسلة الرسائل. إغلاق الحلقة."
ai_coding_innovations_049,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"本月我看到的最好的演示：描述 Slack 中的错误，在线程中获取候选补丁。 Closing the loop."
ai_coding_innovations_050,ai_coding_innovations,"AI innovations in coding",en,English,"Cautious optimism: AI coding tools amplify careful engineers. They also amplify messy habits. Discipline still wins."
ai_coding_innovations_050,ai_coding_innovations,"AI innovations in coding",es,Spanish,"Optimismo cauteloso: las herramientas de codificación de IA amplifican a los ingenieros cuidadosos. También amplifican los hábitos desordenados. La disciplina todavía gana."
ai_coding_innovations_050,ai_coding_innovations,"AI innovations in coding",ar,Arabic,"تفاؤل حذر: أدوات تشفير الذكاء الاصطناعي تزيد من حرص المهندسين كما أنها تضخم العادات الفوضوية. الانضباط لا يزال يفوز."
ai_coding_innovations_050,ai_coding_innovations,"AI innovations in coding",zh,Chinese (Simplified),"谨慎乐观：人工智能编码工具增强了细心的工程师的能力。它们还会加剧杂乱的习惯。纪律仍然获胜。"
ai_copyright_theft_001,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Artists spent years developing a style. AI scraped it overnight without consent or credit. That's not innovation — that's theft."
ai_copyright_theft_001,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Los artistas pasaron años desarrollando un estilo. La IA lo raspó de la noche a la mañana sin consentimiento ni crédito. Eso no es innovación: es robo."
ai_copyright_theft_001,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"أمضى الفنانون سنوات في تطوير أسلوبهم. كشطها الذكاء الاصطناعي بين عشية وضحاها دون موافقة أو نسب الفضل إليهم. هذا ليس ابتكارًا — بل سرقة."
ai_copyright_theft_001,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"艺术家们花费数年时间形成自己的风格。人工智能在一夜之间抓取了这些作品，既未经同意也未署名。这不是创新——这是盗窃。"
ai_copyright_theft_002,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"My novel is in training corpora and I never opted in. Publishers need to fight this harder."
ai_copyright_theft_002,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Mi novela está en corpus de formación y nunca opté por participar. Los editores deben luchar más duro contra esto."
ai_copyright_theft_002,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"روايتي قيد التدريب ولم أشترك مطلقًا. يحتاج الناشرون إلى محاربة هذا الأمر بقوة أكبر."
ai_copyright_theft_002,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"我的小说正在训练语料库中，但我从未选择加入。出版商需要更加努力地应对这一问题。"
ai_copyright_theft_003,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Stock photo sites are flooded with AI clones of living illustrators. Clients can't tell; creators get unpaid."
ai_copyright_theft_003,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Los sitios de fotografías de archivo están inundados de clones de ilustradores vivos con IA. Los clientes no pueden decirlo; los creadores no reciben pago."
ai_copyright_theft_003,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"تمتلئ مواقع الصور المخزنة بنسخ الذكاء الاصطناعي للرسامين الأحياء. لا يستطيع العملاء معرفة ذلك؛ المبدعين يحصلون على أجر."
ai_copyright_theft_003,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"库存照片网站充斥着活着的插画家的人工智能克隆。客户无法辨别；创作者得不到报酬。"
ai_copyright_theft_004,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"If a model can pastiche my brushwork, it learned from my portfolio. Pay us or don't train on us."
ai_copyright_theft_004,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Si un modelo puede imitar mis pinceladas, aprendió de mi portafolio. Páganos o no entrene con nosotros."
ai_copyright_theft_004,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"إذا كان بإمكان النموذج أن ينسخ أعمالي بالفرشاة، فقد تعلم من محفظتي. ادفع لنا أو لا تدرب علينا."
ai_copyright_theft_004,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"如果一个模型可以模仿我的笔触，它是从我的作品集中学习的。付钱给我们，否则就不给我们训练。"
ai_copyright_theft_005,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Copyright offices are scrambling. Meanwhile generators keep shipping 'in the style of' prompts as a feature."
ai_copyright_theft_005,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Las oficinas de derechos de autor están luchando. Mientras tanto, los generadores siguen enviando mensajes ""al estilo de"" como característica."
ai_copyright_theft_005,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"مكاتب حقوق الطبع والنشر تتدافع. وفي الوقت نفسه، تحافظ المولدات على الشحن ""بأسلوب"" المطالبات كميزة."
ai_copyright_theft_005,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"版权局正忙得不可开交。与此同时，生成器继续以“提示风格”作为一项功能。"
ai_copyright_theft_006,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Writers: check if your books appear in shadow libraries used for training. Mine did. Furious doesn't cover it."
ai_copyright_theft_006,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Escritores: compruebe si sus libros aparecen en bibliotecas paralelas utilizadas para la formación. El mío lo hizo. Furioso no lo cubre."
ai_copyright_theft_006,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"الكتاب: تحقق مما إذا كانت كتبك تظهر في مكتبات الظل المستخدمة للتدريب. فعلت الألغام. غاضب لا يغطيها."
ai_copyright_theft_006,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"作家：检查您的书籍是否出现在用于培训的影子图书馆中。我的就是这样。愤怒并不能掩盖它。"
ai_copyright_theft_007,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Commissioning an illustrator used to mean supporting a human. Now brands prompt and call it 'efficiency'."
ai_copyright_theft_007,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Encargar a un ilustrador solía significar apoyar a un ser humano. Ahora las marcas incitan y lo llaman ""eficiencia""."
ai_copyright_theft_007,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"كان تكليف الرسام يعني دعم الإنسان. الآن تطالب العلامات التجارية وتسميها ""الكفاءة""."
ai_copyright_theft_007,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"过去委托插画家意味着支持人类。现在品牌提示并称其为“效率”。"
ai_copyright_theft_008,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"AI music that mimics a living artist's voice without a license should be illegal, full stop."
ai_copyright_theft_008,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"La música con IA que imita la voz de un artista vivo sin licencia debería ser ilegal, punto."
ai_copyright_theft_008,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"يجب أن تكون موسيقى الذكاء الاصطناعي التي تحاكي صوت فنان حي دون ترخيص غير قانونية."
ai_copyright_theft_008,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"未经许可模仿在世艺术家声音的人工智能音乐应该是非法的，句号。"
ai_copyright_theft_009,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"I watermarked my art. Scrapers still vacuumed it. Watermarks aren't consent."
ai_copyright_theft_009,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Puse una marca de agua en mi arte. Los raspadores todavía lo aspiraban. Las marcas de agua no son consentimiento."
ai_copyright_theft_009,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"لقد وضعت علامة مائية على أعمالي الفنية. لا تزال الكاشطات تقوم بتنظيفه بالمكنسة الكهربائية. العلامات المائية ليست موافقة."
ai_copyright_theft_009,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"我给我的作品加了水印。刮刀仍然用吸尘器清理它。水印不代表同意。"
ai_copyright_theft_010,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Studios train on fan art and indie comics, then compete with the same communities. Predatory loop."
ai_copyright_theft_010,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Los estudios se entrenan en fan art y cómics independientes y luego compiten con las mismas comunidades. Bucle depredador."
ai_copyright_theft_010,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"تتدرب الاستوديوهات على فن المعجبين والقصص المصورة المستقلة، ثم تتنافس مع نفس المجتمعات. حلقة مفترسة."
ai_copyright_theft_010,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"工作室对粉丝艺术和独立漫画进行培训，然后与相同的社区竞争。掠夺性循环。"
ai_copyright_theft_011,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Fair use was never meant to cover industrial-scale ingestion of entire libraries. Courts need to say so."
ai_copyright_theft_011,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"El uso legítimo nunca tuvo como objetivo cubrir la ingestión a escala industrial de bibliotecas enteras. Los tribunales deben decirlo."
ai_copyright_theft_011,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"لم يكن المقصود من الاستخدام العادل أبدًا تغطية استيعاب مكتبات بأكملها على نطاق صناعي. المحاكم بحاجة إلى أن تقول ذلك."
ai_copyright_theft_011,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"合理使用绝不意味着涵盖整个图书馆的工业规模摄取。法院需要这么说。"
ai_copyright_theft_012,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"My agent found AI summaries of my articles sold as 'original research'. Attribution is broken online."
ai_copyright_theft_012,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Mi agente encontró resúmenes de IA de mis artículos vendidos como ""investigación original"". La atribución no funciona en línea."
ai_copyright_theft_012,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"وجد وكيل أعمالي ملخصات الذكاء الاصطناعي لمقالاتي تُباع على أنها ""بحث أصلي"". الإسناد معطل على الإنترنت."
ai_copyright_theft_012,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"我的经纪人发现我的文章的人工智能摘要作为“原创研究”出售。网上归因已被破坏。"
ai_copyright_theft_013,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Photographers losing stock licenses to synthetic lookalikes. The market is being hollowed out."
ai_copyright_theft_013,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Fotógrafos que pierden licencias de acciones ante imitadores sintéticos. El mercado se está vaciando."
ai_copyright_theft_013,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"يفقد المصورون تراخيص المخزون بسبب المشابهين الاصطناعيين. يتم تجويف السوق."
ai_copyright_theft_013,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"摄影师的库存许可被合成的相似者所取代。市场正在被掏空。"
ai_copyright_theft_014,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Opt-out registries are a joke when models already trained. We need opt-in and compensation, not paperwork theater."
ai_copyright_theft_014,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Los registros de exclusión voluntaria son una broma cuando los modelos ya están capacitados. Necesitamos aceptación y compensación, no teatro de papeleo."
ai_copyright_theft_014,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"تعتبر سجلات إلغاء الاشتراك مزحة عندما تكون النماذج قد تم تدريبها بالفعل. نحن بحاجة إلى الاشتراك والتعويض، وليس مسرح الأعمال الورقية."
ai_copyright_theft_014,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"当模型已经训练完毕时，选择退出注册表就是一个笑话。我们需要选择加入和补偿，而不是文书剧场。"
ai_copyright_theft_015,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Calling it 'inspiration' when the model regurgitates a signature character design is gaslighting creators."
ai_copyright_theft_015,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Llamarlo ""inspiración"" cuando el modelo regurgita un diseño de personaje característico es engañar a los creadores."
ai_copyright_theft_015,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"إن وصفه بأنه ""إلهام"" عندما يكرر النموذج تصميم شخصية مميز هو منشئو الإضاءة."
ai_copyright_theft_015,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"当模型反刍出标志性的角色设计时，称其为“灵感”，这就是在给创作者加油。"
ai_copyright_theft_016,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Game concept artists report briefs that literally say 'make it like this AI mashup of our unpaid references'."
ai_copyright_theft_016,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Los artistas conceptuales del juego informan resúmenes que literalmente dicen ""hazlo como esta combinación de IA de nuestras referencias no remuneradas""."
ai_copyright_theft_016,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"يقدم فنانو مفهوم اللعبة ملخصات تقول حرفيًا ""اجعلها مثل هذا المزيج من الذكاء الاصطناعي لمراجعنا غير المدفوعة""."
ai_copyright_theft_016,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"游戏概念艺术家报告的简报字面意思是“让它像我们无偿参考的人工智能混搭一样”。"
ai_copyright_theft_017,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Authors Guild lawsuits matter. Individual freelancers can't litigate against trillion-parameter scrapers alone."
ai_copyright_theft_017,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Las demandas del gremio de autores son importantes. Los autónomos no pueden litigar solos contra raspadores de billones de parámetros."
ai_copyright_theft_017,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"الدعاوى القضائية لنقابة المؤلفين مهمة. لا يمكن للأفراد العاملين لحسابهم الخاص رفع دعوى قضائية ضد كاشطات تريليون معلمة وحدها."
ai_copyright_theft_017,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"作家协会诉讼很重要。个人自由职业者无法单独对万亿参数的抓取者提起诉讼。"
ai_copyright_theft_018,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"I spent a decade building an audience. Generators freeride on that recognition without hiring me once."
ai_copyright_theft_018,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Pasé una década construyendo una audiencia. Los generadores aprovechan ese reconocimiento sin contratarme ni una sola vez."
ai_copyright_theft_018,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"لقد أمضيت عقدًا من الزمن في بناء جمهور. المولدات تستفيد بشكل مجاني من هذا الاعتراف دون تعييني مرة واحدة."
ai_copyright_theft_018,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"我花了十年的时间来培养观众。发电机们搭上了这种认可的便车，没有雇用我一次。"
ai_copyright_theft_019,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Translate 'style transfer' into honest language: unauthorized derivative works at planetary scale."
ai_copyright_theft_019,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Traducir 'transferencia de estilo' a un lenguaje honesto: obras derivadas no autorizadas a escala planetaria."
ai_copyright_theft_019,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"ترجمة ""نقل الأسلوب"" إلى لغة صادقة: أعمال مشتقة غير مصرح بها على نطاق كوكبي."
ai_copyright_theft_019,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"将“风格转移”翻译成诚实的语言：全球范围内未经授权的衍生作品。"
ai_copyright_theft_020,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Museums digitizing collections then licensing them to AI firms — did the original artists agree?"
ai_copyright_theft_020,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Los museos digitalizan sus colecciones y luego las conceden bajo licencia a empresas de inteligencia artificial: ¿estuvieron de acuerdo los artistas originales?"
ai_copyright_theft_020,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"تقوم المتاحف برقمنة مجموعاتها ثم ترخيصها لشركات الذكاء الاصطناعي، هل وافق الفنانون الأصليون على ذلك؟"
ai_copyright_theft_020,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"博物馆将藏品数字化，然后将其授权给人工智能公司——原始艺术家同意吗？"
ai_copyright_theft_021,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Voice actors clone-scammed by AI reads of their demos. Consent forms should be mandatory before synthesis."
ai_copyright_theft_021,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Actores de doblaje clonados y estafados por lecturas de inteligencia artificial de sus demostraciones. Los formularios de consentimiento deberían ser obligatorios antes de la síntesis."
ai_copyright_theft_021,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"يقرأ الممثلون الصوتيون الذين تم استنساخهم بواسطة الذكاء الاصطناعي عروضهم التوضيحية. يجب أن تكون نماذج الموافقة إلزامية قبل التوليف."
ai_copyright_theft_021,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"被人工智能克隆的配音演员会读取他们的演示。合成前应强制填写同意书。"
ai_copyright_theft_022,ai_copyright_theft,"AI theft of artistic and authors' copyrights",en,English,"Fanfic writers joked about copyright; now corporate AIs treat all fiction as free fuel. Irony is bitter."
ai_copyright_theft_022,ai_copyright_theft,"AI theft of artistic and authors' copyrights",es,Spanish,"Los escritores de fanfic bromeaban sobre los derechos de autor; ahora las IA corporativas tratan toda la ficción como combustible gratuito. La ironía es amarga."
ai_copyright_theft_022,ai_copyright_theft,"AI theft of artistic and authors' copyrights",ar,Arabic,"مازح كتاب Fanfic حول حقوق الطبع والنشر. والآن تتعامل أنظمة الذكاء الاصطناعي في الشركات مع كل الخيال باعتباره وقودًا مجانيًا. المفارقة مريرة."
ai_copyright_theft_022,ai_copyright_theft,"AI theft of artistic and authors' copyrights",zh,Chinese (Simplified),"同人小说作家拿版权开玩笑；现在，企业人工智能将所有小说视为免费燃料。讽刺是苦涩的。"
