user_id,profile_id,profile_label,n_posts,w0,w1,w2,gt_w0,gt_w1,gt_w2,assignment_type,topic_distribution,empirical_topic_distribution
user_0146,coding_surveillance,Split: coding + surveillance,100,0.4725180013189898,0.17571343333894857,0.3517685653420616,0.49,0.1,0.41,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.49, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.41}"
user_0147,copyright_surveillance,Split: copyright + surveillance,100,0.282204844853509,0.36550280316885536,0.35229235197763564,0.13,0.49,0.38,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.13, ""ai_copyright_theft"": 0.49, ""ai_mass_surveillance"": 0.38}"
user_0148,coding_heavy,Mostly AI coding innovations,100,0.5990257432630719,0.19349548811215778,0.20747876862477038,0.73,0.14,0.13,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.73, ""ai_copyright_theft"": 0.14, ""ai_mass_surveillance"": 0.13}"
user_0149,copyright_heavy,Mostly AI copyright / theft concerns,100,0.25538536014958685,0.5437870106528317,0.2008276291975813,0.08,0.86,0.06,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.86, ""ai_mass_surveillance"": 0.06}"
user_0150,surveillance_heavy,Mostly AI mass surveillance,100,0.2773851375480912,0.18758335870245949,0.5350315037494494,0.12,0.12,0.76,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.76}"
user_0151,balanced,Even across all topics,100,0.43009953803014145,0.2675950415358266,0.302305420434032,0.41,0.29,0.3,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.41, ""ai_copyright_theft"": 0.29, ""ai_mass_surveillance"": 0.3}"
user_0152,coding_copyright,Split: coding + copyright,100,0.44572302966170624,0.3443770874011593,0.20989988293713455,0.44,0.45,0.11,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.44, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.11}"
user_0153,coding_surveillance,Split: coding + surveillance,100,0.4936230525152019,0.17065998128301232,0.3357169662017857,0.53,0.09,0.38,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.53, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.38}"
user_0154,copyright_surveillance,Split: copyright + surveillance,100,0.2769071331386475,0.375184150426884,0.3479087164344684,0.12,0.51,0.37,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.51, ""ai_mass_surveillance"": 0.37}"
user_0155,coding_heavy,Mostly AI coding innovations,100,0.6518190125618999,0.16883616619511035,0.1793448212429898,0.83,0.09,0.08,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.83, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.08}"
user_0156,copyright_heavy,Mostly AI copyright / theft concerns,100,0.26599304010262875,0.5196140394258917,0.21439292047147973,0.1,0.81,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.81, ""ai_mass_surveillance"": 0.09}"
user_0157,surveillance_heavy,Mostly AI mass surveillance,100,0.26157779806674036,0.18295546350036695,0.5554667384328926,0.09,0.11,0.8,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.8}"
user_0158,balanced,Even across all topics,100,0.38785266606776,0.29213277578034724,0.3200145581518927,0.33,0.34,0.33,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.33, ""ai_copyright_theft"": 0.34, ""ai_mass_surveillance"": 0.33}"
user_0159,coding_copyright,Split: coding + copyright,100,0.49858983810044855,0.2908561052188159,0.2105540566807356,0.54,0.34,0.12,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.54, ""ai_copyright_theft"": 0.34, ""ai_mass_surveillance"": 0.12}"
user_0160,coding_surveillance,Split: coding + surveillance,100,0.4778034565105321,0.17084236279180254,0.3513541806976654,0.5,0.09,0.41,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.5, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.41}"
user_0161,copyright_surveillance,Split: copyright + surveillance,100,0.24525568460598887,0.38035919015534714,0.374385125238664,0.06,0.52,0.42,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.06, ""ai_copyright_theft"": 0.52, ""ai_mass_surveillance"": 0.42}"
user_0162,coding_heavy,Mostly AI coding innovations,100,0.5884303198333491,0.21285818262821524,0.1987114975384357,0.71,0.18,0.11,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.71, ""ai_copyright_theft"": 0.18, ""ai_mass_surveillance"": 0.11}"
user_0163,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2448879889064166,0.5246674914818278,0.23044451961175552,0.06,0.82,0.12,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.06, ""ai_copyright_theft"": 0.82, ""ai_mass_surveillance"": 0.12}"
user_0164,surveillance_heavy,Mostly AI mass surveillance,100,0.27745867668800556,0.15872169843716338,0.5638196248748311,0.12,0.06,0.82,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.82}"
user_0165,balanced,Even across all topics,100,0.3772572426380372,0.3114954702964047,0.31124728706555804,0.31,0.38,0.31,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.31, ""ai_copyright_theft"": 0.38, ""ai_mass_surveillance"": 0.31}"
user_0166,coding_copyright,Split: coding + copyright,100,0.4351398627553025,0.3589295052063341,0.20593063203836337,0.42,0.48,0.1,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.42, ""ai_copyright_theft"": 0.48, ""ai_mass_surveillance"": 0.1}"
user_0167,coding_surveillance,Split: coding + surveillance,100,0.4672570591740855,0.17096395046432933,0.3617789903615852,0.48,0.09,0.43,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.48, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.43}"
user_0168,copyright_surveillance,Split: copyright + surveillance,100,0.2769929288018811,0.34151221345070526,0.38149485774741365,0.12,0.44,0.44,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.44, ""ai_mass_surveillance"": 0.44}"
user_0169,coding_heavy,Mostly AI coding innovations,100,0.667687634659846,0.14941267784278942,0.18289968749736463,0.86,0.05,0.09,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.86, ""ai_copyright_theft"": 0.05, ""ai_mass_surveillance"": 0.09}"
user_0170,copyright_heavy,Mostly AI copyright / theft concerns,100,0.24490024542973574,0.5198572147709452,0.23524253979931908,0.06,0.81,0.13,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.06, ""ai_copyright_theft"": 0.81, ""ai_mass_surveillance"": 0.13}"
user_0171,surveillance_heavy,Mostly AI mass surveillance,100,0.25105591377693204,0.1734564977511284,0.5754875884719396,0.07,0.09,0.84,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.07, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.84}"
user_0172,balanced,Even across all topics,100,0.4354217627916409,0.24829314085603255,0.31628509635232654,0.42,0.25,0.33,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.42, ""ai_copyright_theft"": 0.25, ""ai_mass_surveillance"": 0.33}"
user_0173,coding_copyright,Split: coding + copyright,100,0.4298666640870792,0.35899029904259744,0.21114303687032326,0.41,0.48,0.11,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.41, ""ai_copyright_theft"": 0.48, ""ai_mass_surveillance"": 0.11}"
user_0174,coding_surveillance,Split: coding + surveillance,100,0.43554432802483134,0.20019037374720583,0.3642652982279628,0.42,0.15,0.43,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.42, ""ai_copyright_theft"": 0.15, ""ai_mass_surveillance"": 0.43}"
user_0175,copyright_surveillance,Split: copyright + surveillance,100,0.2716094214237861,0.38486549768491274,0.34352508089130107,0.11,0.53,0.36,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.53, ""ai_mass_surveillance"": 0.36}"
user_0176,coding_heavy,Mostly AI coding innovations,100,0.6413093847954106,0.15452692373498914,0.2041636914696004,0.81,0.06,0.13,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.81, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.13}"
user_0177,copyright_heavy,Mostly AI copyright / theft concerns,100,0.25538536014958685,0.5437870106528319,0.20082762919758126,0.08,0.86,0.06,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.86, ""ai_mass_surveillance"": 0.06}"
user_0178,surveillance_heavy,Mostly AI mass surveillance,100,0.2615777980667404,0.18295546350036695,0.5554667384328926,0.09,0.11,0.8,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.8}"
user_0179,balanced,Even across all topics,100,0.4142676855021526,0.2725876997554995,0.3131446147423479,0.38,0.3,0.32,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.38, ""ai_copyright_theft"": 0.3, ""ai_mass_surveillance"": 0.32}"
user_0180,coding_copyright,Split: coding + copyright,100,0.42463023498881314,0.3446202627462128,0.23074950226497404,0.4,0.45,0.15,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.4, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.15}"
user_0181,coding_surveillance,Split: coding + surveillance,100,0.43039369458979887,0.15214840047464237,0.4174579049355587,0.41,0.05,0.54,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.41, ""ai_copyright_theft"": 0.05, ""ai_mass_surveillance"": 0.54}"
user_0182,copyright_surveillance,Split: copyright + surveillance,100,0.2717442431802959,0.3319524538652032,0.39630330295450084,0.11,0.42,0.47,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.42, ""ai_mass_surveillance"": 0.47}"
user_0183,coding_heavy,Mostly AI coding innovations,100,0.6202043335991985,0.15958037579092543,0.22021529060987627,0.77,0.07,0.16,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.77, ""ai_copyright_theft"": 0.07, ""ai_mass_surveillance"": 0.16}"
user_0184,copyright_heavy,Mostly AI copyright / theft concerns,100,0.27129075181749013,0.5099326921678627,0.2187765560146471,0.11,0.79,0.1,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.79, ""ai_mass_surveillance"": 0.1}"
user_0185,surveillance_heavy,Mostly AI mass surveillance,100,0.25103140073029395,0.18307705117289375,0.5658915480968124,0.07,0.11,0.82,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.07, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.82}"
user_0186,balanced,Even across all topics,100,0.40900674335724835,0.2678382168808803,0.3231550397618714,0.37,0.29,0.34,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.37, ""ai_copyright_theft"": 0.29, ""ai_mass_surveillance"": 0.34}"
user_0187,coding_copyright,Split: coding + copyright,100,0.45628168352147186,0.33944522301774976,0.20427309346077835,0.46,0.44,0.1,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.46, ""ai_copyright_theft"": 0.44, ""ai_mass_surveillance"": 0.1}"
user_0188,coding_surveillance,Split: coding + surveillance,100,0.46204514312245765,0.14697336074617925,0.390981496131363,0.47,0.04,0.49,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.47, ""ai_copyright_theft"": 0.04, ""ai_mass_surveillance"": 0.49}"
user_0189,copyright_surveillance,Split: copyright + surveillance,100,0.26123461541380655,0.317643211405082,0.4211221731811114,0.09,0.39,0.52,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.39, ""ai_mass_surveillance"": 0.52}"
user_0190,coding_heavy,Mostly AI coding innovations,100,0.6518557821318571,0.15440533606246232,0.19373888180568066,0.83,0.06,0.11,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.83, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.11}"
user_0191,copyright_heavy,Mostly AI copyright / theft concerns,100,0.3030034829667441,0.4807062688849863,0.21629024814826964,0.17,0.73,0.1,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.17, ""ai_copyright_theft"": 0.73, ""ai_mass_surveillance"": 0.1}"
user_0192,surveillance_heavy,Mostly AI mass surveillance,100,0.272136451926506,0.1780235991169575,0.5498399489565364,0.11,0.1,0.79,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.79}"
user_0193,balanced,Even across all topics,100,0.38261623696949404,0.2777627394839626,0.33962102354654344,0.32,0.31,0.37,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.32, ""ai_copyright_theft"": 0.31, ""ai_mass_surveillance"": 0.37}"
user_0194,coding_copyright,Split: coding + copyright,100,0.4721012795261418,0.33926284150895963,0.18863587896489872,0.49,0.44,0.07,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.49, ""ai_copyright_theft"": 0.44, ""ai_mass_surveillance"": 0.07}"
user_0195,coding_surveillance,Split: coding + surveillance,100,0.4462132905944688,0.15196601896585216,0.40182069043967905,0.44,0.05,0.51,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.44, ""ai_copyright_theft"": 0.05, ""ai_mass_surveillance"": 0.51}"
user_0196,copyright_surveillance,Split: copyright + surveillance,100,0.26640976189547727,0.35606463125588006,0.3775256068486426,0.1,0.47,0.43,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.47, ""ai_mass_surveillance"": 0.43}"
user_0197,coding_heavy,Mostly AI coding innovations,100,0.6465335573703576,0.1737072367422564,0.17975920588738603,0.82,0.1,0.08,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.82, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.08}"
user_0198,copyright_heavy,Mostly AI copyright / theft concerns,100,0.271266238770852,0.5195532455896282,0.20918051563951987,0.11,0.81,0.08,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.81, ""ai_mass_surveillance"": 0.08}"
user_0199,surveillance_heavy,Mostly AI mass surveillance,100,0.25637813853843155,0.15415459707133425,0.5894672643902341,0.08,0.05,0.87,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.05, ""ai_mass_surveillance"": 0.87}"
user_0200,balanced,Even across all topics,100,0.38254269782957956,0.3066243997492586,0.31083290242116196,0.32,0.37,0.31,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.32, ""ai_copyright_theft"": 0.37, ""ai_mass_surveillance"": 0.31}"
user_0201,coding_copyright,Split: coding + copyright,100,0.4562571704748337,0.3490657764395152,0.1946770530856511,0.46,0.46,0.08,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.46, ""ai_copyright_theft"": 0.46, ""ai_mass_surveillance"": 0.08}"
user_0202,coding_surveillance,Split: coding + surveillance,100,0.4250347002583423,0.18588113128708453,0.3890841684545731,0.4,0.12,0.48,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.4, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.48}"
user_0203,copyright_surveillance,Split: copyright + surveillance,100,0.2611365632272541,0.3561254250921435,0.3827380116806025,0.09,0.47,0.44,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.47, ""ai_mass_surveillance"": 0.44}"
user_0204,coding_heavy,Mostly AI coding innovations,100,0.6465335573703574,0.1737072367422564,0.17975920588738603,0.82,0.1,0.08,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.82, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.08}"
user_0205,copyright_heavy,Mostly AI copyright / theft concerns,100,0.22370939857029012,0.5585826038030604,0.21770799762664958,0.02,0.89,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.02, ""ai_copyright_theft"": 0.89, ""ai_mass_surveillance"": 0.09}"
user_0206,surveillance_heavy,Mostly AI mass surveillance,100,0.2562555733052409,0.20225736418016108,0.5414870625145981,0.08,0.15,0.77,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.15, ""ai_mass_surveillance"": 0.77}"
user_0207,balanced,Even across all topics,100,0.39322391692253567,0.25358976825702245,0.3531863148204419,0.34,0.26,0.4,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.34, ""ai_copyright_theft"": 0.26, ""ai_mass_surveillance"": 0.4}"
user_0208,coding_copyright,Split: coding + copyright,100,0.4615548821896951,0.3393844291814864,0.1990606886288185,0.47,0.44,0.09,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.47, ""ai_copyright_theft"": 0.44, ""ai_mass_surveillance"": 0.09}"
user_0209,coding_surveillance,Split: coding + surveillance,100,0.41448830292189565,0.18600271895961135,0.39950897811849306,0.38,0.12,0.5,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.38, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.5}"
user_0210,copyright_surveillance,Split: copyright + surveillance,100,0.2665078140820298,0.31758241756881855,0.41590976834915167,0.1,0.39,0.51,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.39, ""ai_mass_surveillance"": 0.51}"
user_0211,coding_heavy,Mostly AI coding innovations,100,0.6465703269403147,0.15927640660960837,0.19415326645007694,0.82,0.07,0.11,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.82, ""ai_copyright_theft"": 0.07, ""ai_mass_surveillance"": 0.11}"
user_0212,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2501611875746399,0.5246066976455644,0.2252321147797956,0.07,0.82,0.11,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.07, ""ai_copyright_theft"": 0.82, ""ai_mass_surveillance"": 0.11}"
user_0213,surveillance_heavy,Mostly AI mass surveillance,100,0.25626782982856,0.19744708746927833,0.5462850827021617,0.08,0.14,0.78,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.14, ""ai_mass_surveillance"": 0.78}"
user_0214,balanced,Even across all topics,100,0.40901899988056734,0.2630279401699976,0.32795305994943497,0.37,0.28,0.35,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.37, ""ai_copyright_theft"": 0.28, ""ai_mass_surveillance"": 0.35}"
user_0215,coding_copyright,Split: coding + copyright,100,0.42979312494716493,0.3878519593078935,0.1823549157449415,0.41,0.54,0.05,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.41, ""ai_copyright_theft"": 0.54, ""ai_mass_surveillance"": 0.05}"
user_0216,coding_surveillance,Split: coding + surveillance,100,0.47250574479567087,0.1805237100498313,0.3469705451544979,0.49,0.11,0.4,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.49, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.4}"
user_0217,copyright_surveillance,Split: copyright + surveillance,100,0.2612223588904876,0.3224534881159647,0.4163241529935477,0.09,0.4,0.51,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.4, ""ai_mass_surveillance"": 0.51}"
user_0218,coding_heavy,Mostly AI coding innovations,100,0.6571167242767613,0.15915481893708158,0.18372845678615718,0.84,0.07,0.09,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.84, ""ai_copyright_theft"": 0.07, ""ai_mass_surveillance"": 0.09}"
user_0219,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2765516939623943,0.5146821750424821,0.20876613099512356,0.12,0.8,0.08,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.08}"
user_0220,surveillance_heavy,Mostly AI mass surveillance,100,0.26686325325828275,0.1780843929532209,0.5550523537884964,0.1,0.1,0.8,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}"
user_0221,balanced,Even across all topics,100,0.38784040954444093,0.29694305249122993,0.31521653796432925,0.33,0.35,0.32,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.33, ""ai_copyright_theft"": 0.35, ""ai_mass_surveillance"": 0.32}"
